season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary
8,5, The One with Rachel's Date ,Gary Halvorson , 25 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Chris Parnell', 'Geoff Pierson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kevin Rahm', 'Bonnie Somerville', 'Johnny Messner', 'James Michael Tyler']",8.1,2750,"Phoebe dates Monica's sous-chef Tim and Monica doesn't fire him for Phoebe's sake. When Phoebe decides to dump Tim, Monica can finally fire him. Rachel has a date with Kash, a co-star on ...                    See full summary »"
8,6, The One with the Halloween Party ,Gary Halvorson , 1 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bonnie Somerville', 'Daniel E. Smith', 'Emily Osment', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sean Penn', 'James Michael Tyler', 'Rachel David', 'Ivy Malone']",8.5,3021,"Monica and Chandler decide to throw a Halloween party; Phoebe runs into Ursula and her fiancée, who knows nothing about the ""real"" Ursula."
8,7, The One with the Stain ,Kevin Bright , 8 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Arden Myrin', 'Dale Raoul', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sean Penn', 'James Michael Tyler']",7.9,2815,"Chandler hires a maid, whom Monica suspects is stealing her clothing; Eric has trouble forgetting Ursula when he breaks up with her to date Phoebe."
8,8, The One with the Stripper ,David Schwimmer , 15 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bonnie Somerville', 'Fred Stoller', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Ron Leibman', 'Jackie Debatin', 'Martin Yu', 'James Michael Tyler']",8.8,3131,"Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Rachel takes Phoebe along to dinner with ...                    See full summary »"
8,9, The One with the Rumor ,Gary Halvorson , 22 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Brad Pitt']",9.3,5361,"Monica invites Will, an old school friend of her and Ross over for Thanksgiving dinner, unaware he isn't too fond of Rachel."
8,10, The One with Monica's Boots ,Kevin Bright , 6 December 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cole Sprouse', 'Marla Sokoloff', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Trudie Styler', 'Tammy Townsend', 'Marc Rose', 'Janelle Pierzina']",8.1,2811,"Monica's expensive new boots hurt her feet, but she's determined to prove to Chandler that her purchase was worth it; Ben goes to school with Sting's son."
8,11, The One with Ross's Step Forward ,Gary Halvorson , 13 December 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Sam McMurray', 'Evie Peck', 'Ashley Clark', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bonnie Somerville', 'Shawn Christian', 'Wesley Thompson', 'James Michael Tyler']",8.0,2680,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; Monica, Phoebe, and Chandler are addicted to Mrs. Pacman."
8,12, The One Where Joey Dates Rachel ,David Schwimmer , 10 January 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Krista Allen', 'Caryn Ward', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cole Sprouse', 'Matthew Yang King', 'James Michael Tyler']",8.6,2919,Phoebe gives Chandler and Monica a late wedding present: the game Ms Pac-Man. Chandler plays it all day long to be better than Monica and Phoebe. Rachel misses dressing up for romantic ...                    See full summary »
8,13, The One Where Chandler Takes a Bath ,Ben Weiss , 17 January 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Amanda Carlin', 'James Michael Tyler']",8.6,2847,Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.
8,14, The One with the Secret Closet ,Kevin Bright , 31 January 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Richard Penn', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Amanda Carlin', 'Joel Berti']",8.2,2702,"Chandler's very curious about a locked closet, but Monica won't tell him what is inside."
8,15, The One with the Birthing Video ,Kevin Bright , 7 February 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bonnie Somerville', 'Lauren Bush Lauren']",8.4,2687,"During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video."
8,16, The One Where Joey Tells Rachel ,Ben Weiss , 28 February 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Terence Paul Winter', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Harry Van Gorkum', 'Sam Pancake']",8.3,2747,"Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she ...                    See full summary »"
8,17, The One with the Tea Leaves ,Gary Halvorson , 7 March 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bonnie Somerville', 'Steve Ireland', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alec Baldwin', 'James Le Gros', 'Mark Lutz', 'Danielle Stratton']",8.1,2722,Chandler and Monica are happy together - their worst problem is his habit to put CDs in the wrong box and their different taste in music. Rachel is desperate to get back on good terms with ...                    See full summary »
8,18, The One in Massapequa ,Gary Halvorson , 28 March 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Kat Sawyer', 'John C. Moskoff', 'Aixa Clemente', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alec Baldwin', 'Christina Pickles', 'Ellen Gerstein', 'Tim Silva', 'Bob Bencomo']",8.2,2747,Everyone prepares for the Gellers' 35th wedding anniversary in Long Island; Monica struggles to prepare the perfect toast; Phoebe invites her new boyfriend Parker.
8,19, The One with Joey's Interview ,Gary Halvorson , 4 April 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elle Macpherson', 'Lauren Tom', 'Reese Witherspoon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sasha Alexander', 'Charity Nicole James', 'Jennifer Milmore', 'James Michael Tyler']",7.5,2852,"Joey prepares for his epic interview with Soap Opera Digest, reminiscing about his past acting experiences, his friends and his romantic life."
8,20, The One with the Baby Shower ,Kevin Bright (as Kevin S. Bright)    , 25 April 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jonathan Nichols', 'Lisa Avery', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Marlo Thomas', 'Adria Tennor', 'Heather Sims']",8.2,2743,"Monica and Phoebe throw Rachel a baby shower but forget to invite Rachel's mom. Rachel realizes she has no idea how to look after the baby after the birth. Meanwhile, Joey auditions for a job as a host for a new game show called ""Bamboozled"", and Chandler and Ross help him practice."
8,21, The One with the Cooking Class ,Gary Halvorson , 2 May 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Rena Sofer', 'Tim Maculan', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Molly Hagan', 'Tucker Smallwood', 'Scott Richards', 'James Michael Tyler']",8.2,2735,"Monica's restaurant get a bad review. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross hits it off with a woman at the baby department store."
8,22, The One Where Rachel Is Late ,Gary Halvorson , 9 May 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Amanda Carlin', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'June Gable', 'Ben Shephard']",8.3,2704,Monica and Phoebe bet on when Rachel's baby will be born as the due date comes and goes as Rachel becomes extremely irritable; Chandler falls asleep at Joey's big movie premiere.
8,23, The One Where Rachel Has a Baby: Part 1 ,Kevin Bright , 16 May 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Debi Mazar', 'Maurice Godin', 'Tim DeKay', 'Henriette Mantel', 'Christina Pickles', 'Laura Margolis', 'Jimmy Palumbo', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Amanda Carlin', 'Eddie McClintock', 'Rachael Harris', 'JoNell Kennedy', 'Maggie Wheeler', 'Mark Daniel Cade', 'Karin Co', 'Sarah Rush', 'Douglas Looper']",8.8,2952,"Ross and Rachel go to the hospital to have their baby, but it's a long labor. They get stuck in a semi-private room, and many other couples come and go before Rachel is ready to deliver - ...                    See full summary »"
8,24, The One Where Rachel Has a Baby: Part 2 ,Kevin Bright , 16 May 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maggie Wheeler', 'Maurice Godin', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Amanda Carlin', 'Eddie McClintock', 'Mikey Evgen', 'Bryce Green']",8.9,3195,"After Rachel gives birth to her baby, she must confront relationship issues around her."
9,1, The One Where No One Proposes ,Kevin Bright , 26 September 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cleo King', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Elizabeth Davidson']",8.6,2987,Rachel thinks that Joey has proposed to her. Monica and Chandler begin trying to have a baby.
9,2, The One Where Emma Cries ,Sheldon Epps , 3 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Janet Hubert', 'Michael Kurtz', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler', 'Elizabeth Davidson']",8.6,3003,"Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office."
9,3, The One with the Pediatrician ,Roger Christiansen , 10 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dedee Pfeiffer', 'Gregory White', 'Greta Sesheta', 'Logan Hudson', 'Kim Harris', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Elaine Hendrix', 'Angee Hughes', 'Ashly Holloway', 'Elizabeth Davidson', 'Jodi Knotts']",8.2,2776,"Joey arranges a blind date for Phoebe. Chandler is leaving for Tulsa without Monica, because she has got a great job offer."
9,4, The One with the Sharks ,Ben Weiss , 17 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Nikita Ager', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Susan Ward', 'Phil Donlon']",8.2,2809,Monica thinks Chandler is aroused by shark documentaries.
9,5, The One with Phoebe's Birthday Dinner ,David Schwimmer , 31 October 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Christina Pickles', 'Monique Edwards', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Dan Bucatinsky', 'Kevin Farrell', 'Brian Chenoweth', 'Elizabeth Davidson']",8.5,2844,"Phoebe will celebrate her birthday by having a dinner with her friends at a fancy restaurant. But everybody is late to the dinner, due to a series of problems."
9,6, The One with the Male Nanny ,Kevin Bright (as Kevin S. Bright)    , 7 November 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paul Rudd', 'Susan Slome', 'Elizabeth Davidson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Hank Azaria', 'Freddie Prinze Jr.', 'Michael Burgess']",8.4,3009,"Looking for a new nanny, Ross and Rachel hire a male nanny named Sandy. Monica tells Chandler that a guy at work is the funniest guy she has ever met."
9,7, The One with Ross's Inappropriate Song ,Gary Halvorson , 14 November 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Gregory Itzin', 'Robin Krieger', 'Andre Lachaumette', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Cristine Rose', 'Elizabeth Davidson']",8.7,3018,"Ross finds a way to make Emma laugh - singing ""Baby Got Back."" Meanwhile, Phoebe meets Mike's parents, and Joey and Chandler find a video tape in Richard's apartment."
9,8, The One with Rachel's Other Sister ,Kevin Bright , 21 November 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christina Applegate']",8.8,3325,Rachel's middle sister shows up at Thanksgiving and causes arguments amongst the gang.
9,9, The One with Rachel's Phone Number ,Ben Weiss , 5 December 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alan F. Smith', 'Chris Payne Gilbert', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Irene White', 'Kevin Brief']",8.2,2744,"Rachel is ready to start hanging out again. She and Phoebe go to a bar, where they meet two guys."
9,10, The One with Christmas in Tulsa ,Kevin Bright , 12 December 2002,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Brian Chenoweth', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Selma Blair', 'Monique Edwards', 'Cole Sprouse']",7.5,2851,"Chandler must spend Christmas in Tulsa, which Monica thinks he might have an affair with a former Miss Oklahoma runner-up while he is there. Chandler comes home early to announce that he quit his job."
9,11, The One Where Rachel Goes Back to Work ,Gary Halvorson , 9 January 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Steve Ireland', 'Phill Lewis', 'Heather Sims', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Dermot Mulroney', 'Evan Handler', 'Alexandra Margulies', 'Paul Logan', 'James Michael Tyler']",8.0,2641,"Chandler starts looking for a job and is anxious about having a baby, Rachel decides to go back to work, and Phoebe works as an extra on Joey's show."
9,12, The One with Phoebe's Rats ,Ben Weiss , 16 January 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dermot Mulroney', 'Carly Thomas Smith', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Melissa George', 'Cheryl Kennard', 'James Michael Tyler']",8.0,2730,Ross makes Joey stay away from their new nanny. Mike accidentally kills Phoebe's rat. Gavin gives Rachel a scarf and a kiss for her birthday.
9,13, The One Where Monica Sings ,Gary Halvorson , 30 January 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dermot Mulroney', 'Jennifer Aspen', 'Lisa Avery', 'DeAnna Kane', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Melissa George', 'Lori Alan', 'Kristen Ariza', 'Megan Linder', 'Gregory Graham']",8.2,2726,A night at Mike's piano bar gives Monica a very showy moment in the spotlight; Chandler employs his secret skill to repair Joey's botched eyebrow-waxing job.
9,14, The One with the Blind Dates ,Gary Halvorson , 6 February 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Sam Pancake', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Lovitz', 'John Bentley', 'James Michael Tyler']",8.2,2682,Phoebe and Joey purposely set Ross and Rachel up on bad dates in the hopes they'll get back together. Monica and Chandler babysit Emma.
9,15, The One with the Mugging ,Gary Halvorson , 13 February 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Phill Lewis', 'Kyle Gass', 'Michelle Anne Johnson', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jeff Goldblum', 'Teck Holmes', 'Suzanne Ford', 'Bernard Curioso']",8.3,2713,"Joey gets a part in a stage-play in a painful way. Ross and Phoebe are mugged outside Central Perk, Phoebe realizes that she mugged Ross 18 years ago. Chandler starts his new career as advertising writer."
9,16, The One with the Boob Job ,Gary Halvorson , 20 February 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Timothy Starks', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'James Michael Tyler']",8.2,2628,"When Monica and Chandler both ask Joey for money not wanting the other to know why they are asking for it, Chandler sees that Joey gave money to Monica. Joey makes up that Monica is getting...                    See full summary »"
9,17, The One with the Memorial Service ,Gary Halvorson , 13 March 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ivana Milicevic', 'Ernie Grunwald', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Jonathan Slavin']",8.5,2757,"When Chandler and Ross joke around on their college website, Ross is accused of being dead which leads to the fact that he was not popular in college. Joey is not willing to give his ...                    See full summary »"
9,18, The One with the Lottery ,Gary Halvorson , 3 April 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Phill Lewis', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler']",8.6,2836,"Hoping to win a huge jackpot, the friends pool their money and buy dozens of lottery tickets. However, they bicker over how to spend the fortune if they win, and Monica irritates everyone else by buying tickets just for her and Chandler."
9,19, The One with Rachel's Dream ,Terry Hughes , 17 April 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Joe Colligan', 'Shayne Anderson', 'Johnny Sneed', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Marisol Nichols', 'Blake Reed', 'Keith Pillow', 'Susan Chuang']",8.1,2658,"Joey is insecure now his Days of Our Lives character Dr. Drake Ramore is getting real dialog, so he asks Rachel to come along to the set, which she loves enough to get romantic dreams, but ...                    See full summary »"
9,20, The One with the Soap Opera Party ,Sheldon Epps , 24 April 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Alex Borstein', 'Matthew Ashford', 'Farah Fath', 'Alexis Thorpe', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Aisha Tyler', 'Ken Lerner', 'Ethan Erickson', 'Kyle Lowder', 'Al Collado', 'Heather Sims']",8.2,2661,Joey throws a cast party on the roof of his building where he ends up making out with an attractive professor that Ross had a crush on.
9,21, The One with the Fertility Test ,Gary Halvorson , 1 May 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maggie Wheeler', 'Debra Azar', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Aisha Tyler', 'Myra Turley', 'James Michael Tyler']",8.2,2599,"Still unable to conceive, Monica and Chandler decide to get tests done at a fertility clinic, where they run into Chandler's favorite ex, Janice. Rachel receives a gift certificate for a ...                    See full summary »"
9,22, The One with the Donor ,Ben Weiss , 8 May 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'John Stamos', 'Andy Umberger', 'Cynthia Newman', 'Tracy Silver', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Hank Azaria', 'Aisha Tyler', 'Dan Desmond', 'Kim Harris', 'James Michael Tyler']",7.8,2676,"When Joey hears that his girlfriend Charlie is an insecure shopper, he volunteers expert Rachel, who dreads being alone with her, so she makes sure Phoebe comes along, by saying she needs a...                    See full summary »"
9,23, The One in Barbados ,Kevin Bright (as Kevin S. Bright)    , 15 May 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paul Rudd', 'Audrey Wasilewski', 'Robert Alan Beuth', 'Alison Shanks', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Hank Azaria', 'Aisha Tyler', 'Joe Everett Michaels', 'Jason Carroll', 'Tony Sagastizado I', 'Cali Sheldon', 'James Michael Tyler']",8.5,2749,"Chandler gives advice to David, but that makes David want to propose to Phoebe. Although Phoebe is still in love with Mike. Monica calls Mike who shows up there right in the middle of ...                    See full summary »"
9,24, The One in Barbados ,Kevin Bright , 15 May 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Aisha Tyler', 'Robert Alan Beuth', 'Joe Everett Michaels', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'John Balma', 'Alison Shanks', 'Bill Blair', 'Tony Sagastizado I']",8.6,2893,"To the other friends' fury, it keeps raining except during Ross's speech, which to their amazement is a big hit with the paleontologists. Joey's scientific ignorance decides Charlie to turn...                    See full summary »"
10,1, The One After Joey and Rachel Kiss ,Kevin Bright (as Kevin S. Bright)    , 25 September 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Aisha Tyler', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Anne Dudek', 'Cali Sheldon']",8.5,3166,Joey and Ross both attempt to come clean to each other that they're dating Rachel and Charlie. Phoebe finds out Mike has another girlfriend.
10,2, The One Where Ross Is Fine ,Ben Weiss , 2 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Aisha Tyler', 'Jim Meskimen', 'Allisyn Snyder', 'Dante Pastula', 'John Damien Ryan', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Daryl Sabara', 'Kellie Waymire', 'Sierra Marcoux', 'Mary Castro', 'James Michael Tyler']",8.8,3419,Rachel and Joey fear for Ross's state of mind after he finds out about their relationship. Chandler and Monica visit some friends of Phoebe to get advice on adoption. Frank and the triplets come to visit.
10,3, The One with Ross's Tan ,Gary Halvorson , 9 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Luis Antonio Ramos', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jennifer Coolidge', 'Iris Bahr']",8.8,3326,Ross goes to a tanning salon but fails to follow the 'simple' instructions. Joey and Rachel struggle to make the transition from friends to lovers. Monica and Phoebe try to avoid an annoying woman that used to live in their building.
10,4, The One with the Cake ,Gary Halvorson , 23 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'June Gable', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Christina Pickles', 'Cali Sheldon']",8.3,2872,"On Emma's first birthday, Ross and Rachel convince everyone to delay their plans so they can attend her party, however plans go awry when Emma's birthday cake is revealed."
10,5, The One Where Rachel's Sister Babysits ,Roger Christiansen , 30 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paul Rudd', 'Cali Sheldon', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christina Applegate', 'Aisha Tyler', 'John Rhymes', 'Noelle Sheldon']",8.2,2856,Rachel's sister Amy comes to visit and moves in with her and Joey. Phoebe constantly and accidentally ruins Mike's proposals. Joey struggles to write a letter of recommendation for Monica and Chandler's adoption agency.
10,6, The One with Ross' Grant ,Ben Weiss , 6 November 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Aisha Tyler', 'Cathy Lind Hayes', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Greg Kinnear', 'Ming Lo', 'Cali Sheldon']",8.2,2897,Ross applies for a paleontology grant and finds out Charlie's ex-boyfriend reviews the applications. Monica and Rachel fight over who has to take Phoebe's ugly painting.
10,7, The One with the Home Study ,Kevin Bright (as Kevin S. Bright)    , 13 November 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maria Pitillo', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Matt Winston', 'Cali Sheldon']",8.3,2760,Monica and Chandler nervously prepare for a visit from an adoption worker. Phoebe and Mike keep changing their minds about donating their wedding money to charity. Ross fights Rachel's fear of swings.
10,8, The One with the Late Thanksgiving ,Gary Halvorson , 20 November 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry']",8.9,3352,"Joey, Ross, Rachel and Phoebe convince Monica and Chandler to host Thanksgiving, however the four of them end up arriving to dinner an hour late."
10,9, The One with the Birth Mother ,David Schwimmer , 8 January 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', ""Jim O'Heir"", 'Jorge Luis Abreu', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Anna Faris', 'Annie Parisse', 'Carla Toutz']",8.6,2900,"After Rachel confirms Joey is more mature in relationships, Phoebe presents him to another friend as date, Sarah, who fails alas to respect his primordial rule by touching food in his plate...                    See full summary »"
10,10, The One Where Chandler Gets Caught ,Gary Halvorson , 15 January 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cali Sheldon', 'James Michael Tyler']",8.0,2787,Chandler and Monica have decided they want to raise their offspring in a suburban house and even find a perfect one in Westchester. Rachel and Phoebe see Chandler enter a car with his ...                    See full summary »
10,11, The One Where the Stripper Cries ,Kevin Bright (as Kevin S. Bright)    , 5 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ellen Pompeo', 'Gregory Jbara', 'Kimberley Davies', 'Cyndi Martino', 'Valerie Anastasias', 'Garrison Taylor', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Danny DeVito', 'Donny Osmond', 'Leslie Charleson', 'Ryan Carlberg', 'Matthew Mullany', 'George Adams', 'John O. Nelson']",9.0,3740,Old secrets come to light when Ross and Chandler attend a college reunion. Monica and Rachel throw Phoebe a bachelorette party. Joey appears as a celebrity partner on a game show.
10,12, The One with Phoebe's Wedding ,Kevin Bright (as Kevin S. Bright)    , 12 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Cristine Rose', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Gregory Itzin', 'Chris McNair']",8.9,3210,Chaos ensues as Phoebe and Mike prepare to get married.
10,13, The One Where Joey Speaks French ,Gary Halvorson , 19 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ron Leibman', 'Alex Craig Mann', 'Ray Quiroga', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Anna Faris', 'Hira Ambrosino', 'Tim Rhoze', 'André Fortin']",8.5,3088,Phoebe tries to teach Joey to speak French for an audition; Ross and Rachel head out to Long Island after her dad has a heart attack.
10,14, The One with Princess Consuela ,Gary Halvorson , 26 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dakota Fanning', 'James Michael Tyler', 'Brent Spiner', 'Helen Eigenberg', 'Craig Robinson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Steven Eckholdt', 'Steve Ireland', 'Tom Dugan', 'Mary Margaret Lewis', 'Alex Ball']",8.6,3032,"When Phoebe goes to get her name changed she realizes she can change it to anything she wants, so she changes it to Princess Consuela Banana Hammock, to Mike's displeasure. Chandler finds ...                    See full summary »"
10,15, The One Where Estelle Dies ,Gary Halvorson , 22 April 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jane Lynch', 'E.J. Callahan', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Steve Ireland', 'Maggie Wheeler', 'Cali Sheldon']",8.5,2812,"Ross tries to get Rachel to go back to Ralph Lauren, Joey doesn't know that his agent has died, and Monica and Chandler bump into Janice."
