season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary,writer,views,month,central_perk_loc,monicas_loc,chandlers_loc,ross_loc,monicas_lines,rachel_lines,ross_lines,phoebe_lines,joey_lines,chandler_lines,all_lines,num_guest_stars,common_director,epi_type,catchphrases,title_about,gunther,janice,richard,heckles,frank,estelle,ursula,part_1,rat_grouped
5,11, The One with All the Resolutions ,Joe Regalbuto , 7 January 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Charles Thomas Allen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sarah Peterson', 'John Christopher Allen', 'James Michael Tyler']",9.1,3818,The gang make their New Years resolutions. Chandler struggles to not make jokes about everyone. Rachel uncovers a secret. Ross runs into trouble when he wears leather pants on a date.,Brian Boyle & Suzie Villandry,27.0,1,0.3076923076923077,0.46153846153846156,0.0,0.15384615384615385,0.07083333333333333,0.15416666666666667,0.20833333333333334,0.13333333333333333,0.30833333333333335,0.075,0.008333333333333333,0,other,reg,0,other,1,0,0,0,0,0,0,0,above
5,12, The One with Chandler's Work Laugh ,Kevin Bright (as Kevin S. Bright)    , 21 January 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Lise Simms', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Maggie Wheeler', 'Sam McMurray']",8.3,2980,Monica becomes annoyed at how Chandler sucks up to his boss by mimicking his boss's laugh and laughing at his tasteless jokes. Ross hooks up with Janice when he finds out Emily is getting married.,Alicia Sky Varinaitis,24.8,1,0.23529411764705882,0.23529411764705882,0.058823529411764705,0.35294117647058826,0.20784313725490197,0.14901960784313725,0.12941176470588237,0.0784313725490196,0.12156862745098039,0.16470588235294117,0.00392156862745098,0,Kevin Bright,reg,0,['chandler'],1,1,0,0,0,0,0,0,av
5,13, The One with Joey's Bag ,Gail Mancuso , 4 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Daniel Hagen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bob Balaban', 'James Michael Tyler']",8.1,2993,"Phoebe's grandmother dies, and Phoebe is shocked when her father turns up at the funeral. Meanwhile, Rachel gives Joey a ""man's bag"" for an audition, and Chandler is scared to tell Monica he doesn't like her massages.",Michael Curtis & Seth Kurland,24.9,2,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.11811023622047244,0.09448818897637795,0.05905511811023622,0.24015748031496062,0.16929133858267717,0.13385826771653545,0.003937007874015748,1,Gail Mancuso,reg,0,['joey'],1,0,0,0,0,0,1,0,below
5,14, The One Where Everybody Finds Out ,Michael Lembeck , 11 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Ensign', 'Jon Haugen']",9.7,8166,"When Phoebe finds out about Monica and Chandler, she and Rachel attempt to get them to confess their relationship.",Alexa Junge,27.7,2,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.23076923076923078,0.12075471698113208,0.18490566037735848,0.10566037735849057,0.23773584905660378,0.10943396226415095,0.2188679245283019,0.01509433962264151,0,Michael Lembeck,reg,0,other,1,0,0,0,0,0,0,0,above
5,15, The One with the Girl Who Hits Joey ,Kevin Bright (as Kevin S. Bright)    , 18 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Soleil Moon Frye', 'Linde Gibb', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Willie Garson', 'David Dalton', 'Stephon Fuller', 'Ferdinand Mehlinger']",8.5,3159,Ross makes enemies out of his new neighbors. Chandler freaks out about his relationship with Monica. Joey dates a girl who likes to playfully punch him but she doesn't realize she punches him too hard and Joey is reluctant to tell her.,Adam Chase,29.3,2,0.4,0.13333333333333333,0.13333333333333333,0.2,0.14225941422594143,0.100418410041841,0.19665271966527198,0.10460251046025104,0.12133891213389121,0.17573221757322174,0.012552301255230125,1,Kevin Bright,reg,0,['joey'],1,0,0,0,0,0,0,0,av
5,16, The One with the Cop ,Andrew Tsao , 25 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'NiCole Robinson', 'Aloma Wright', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'Mark Fite', 'James Michael Tyler']",8.6,3211,"Joey has a dream about Monica and becomes convinced he is in love with her. Meanwhile, Phoebe finds a police badge in Central Perk, and Ross tries to get his new sofa into his apartment.",Alicia Sky Varinaitis & Gigi McCreery & Perry Rein,26.0,2,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.10150375939849623,0.15789473684210525,0.15413533834586465,0.14285714285714285,0.18421052631578946,0.10902255639097744,0.0,0,other,reg,3,other,1,0,0,0,0,0,0,0,av
5,17, The One with Rachel's Inadvertent Kiss ,Shelley Jensen , 18 March 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Samantha Smith', 'Marc Goldsmith', 'Ralph Manza', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'Steve Ireland', 'Devyn LaBella', 'James Michael Tyler']",8.5,3014,Rachel has an awkward encounter when she interviews for a new job. Monica becomes jealous of Phoebe and Gary. Joey searches for a 'hot girl' in Ross's building.,Andrew Reich & Ted Cohen,24.5,3,0.1111111111111111,0.3333333333333333,0.0,0.2777777777777778,0.23318385650224216,0.16591928251121077,0.07623318385650224,0.10762331838565023,0.12556053811659193,0.13452914798206278,0.004484304932735426,0,other,reg,1,['rachel'],1,0,0,0,0,0,0,0,av
5,18, The One Where Rachel Smokes ,Todd Holland , 8 April 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jane Sibbett', 'Judy Kain', 'John Christopher Allen', 'Matt Weinberg', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Joanna Gleason', 'Megan Ward', 'Jim Wise', 'Charles Thomas Allen', 'James Michael Tyler']",8.0,2935,"Rachel takes up smoking to feel more included at work. Joey auditions for a soup commercial with Ross's son Ben, but they end up competing against each other. Monica and Phoebe plan Rachel's surprise birthday party one month in advance.",Michael Curtis,21.9,4,0.125,0.25,0.125,0.0,0.09285714285714286,0.14285714285714285,0.15357142857142858,0.08928571428571429,0.21428571428571427,0.10357142857142858,0.010714285714285714,0,other,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
5,19, The One Where Ross Can't Flirt ,Gail Mancuso , 22 April 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Lilyan Chauvin', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kristin Dattilo']",8.7,3281,"As Joey's grandmother visits to watch him on TV, Ross has trouble flirting with the pizza delivery girl, and Rachel tries to find an earring of Monica's that she has misplaced.",Doty Abrams,20.9,4,0.0,0.75,0.125,0.0,0.1291390728476821,0.15894039735099338,0.17218543046357615,0.1490066225165563,0.09271523178807947,0.18543046357615894,0.0033112582781456954,0,Gail Mancuso,reg,0,['ross'],0,0,0,0,0,0,0,0,above
5,20, The One with the Ride Along ,Gary Halvorson , 29 April 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'James Michael Tyler']",8.3,2924,The guys go on a ride-along with Gary. Rachel accidentally deletes a message from Emily on Ross's answering machine.,Shana Goldberg-Meehan & Seth Kurland,19.6,4,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.09765625,0.1953125,0.203125,0.04296875,0.171875,0.16796875,0.0,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,av
5,21, The One with the Ball ,Gary Halvorson , 6 May 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Antoinette Spolar', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'Victoria Kelleher']",8.5,3046,"Gary asks Phoebe to move in with him but she's reluctant to and to overcome boredom, Ross and Joey start throwing a ball to each other. Rachel buys an expensive cat but it doesn't behave as she hoped it would.",Scott Silveri & Gregory S. Malins,20.9,5,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.0,0.12861736334405144,0.13183279742765272,0.1157556270096463,0.18006430868167203,0.09646302250803858,0.12540192926045016,0.022508038585209004,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,av
5,22, The One with Joey's Big Break ,Gary Halvorson , 11 May 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'John Kassir', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Monks', 'John C. McDonnell', 'James Michael Tyler']",8.3,2892,"Joey drives to Las Vegas to shoot to shoot a new movie where he is in the lead role. Rachel gets an eye infection but is reluctant to seek treatment because of her eye phobia. Phoebe is mad at Ross, but doesn't know why.",Shana Goldberg-Meehan & Wil Calhoun,21.3,5,0.2857142857142857,0.5714285714285714,0.0,0.0,0.13988095238095238,0.16071428571428573,0.11011904761904762,0.1488095238095238,0.21428571428571427,0.14583333333333334,0.005952380952380952,0,Gary Halvorson,reg,0,['joey'],1,0,0,0,0,0,0,0,av
5,23, The One in Vegas: Part 1 ,Kevin Bright (as Kevin S. Bright)    , 20 May 1999,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Rick Pasqualone'"", "" 'Baillie Gerstein'"", "" 'Billy Dec'"", "" 'Joel Heyman'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Thomas Lennon'"", "" 'Todd Glass'"", "" 'Lisa Cash'"", "" 'Jeanette Miller'"", "" 'Paul Gebeau'"", "" 'James Paradise'"", "" 'Rojai Holloway'"", "" 'Gabi Simson'"", "" 'Frank Novak'"", "" 'Nina Mann'""]",8.959594251901944,3549,The gang go to Las Vegas to visit Joey. Chandler is angry when he finds out Monica had lunch with Richard. Ross and Rachel try to embarrass each other after an awkward encounter. Chandler and Monica reconcile and hastily decide to get married. Ross and Rachel get drunk and roam the casino. Phoebe deals with a 'lurker' on the slot machines.,Ted Cohen & Andrew ReichGregory S. Malins & Scott Silveri,25.9,5,0.0,0.13793103448275862,0.034482758620689655,0.10344827586206896,0.1586998087954111,0.13001912045889102,0.13001912045889102,0.16634799235181644,0.13193116634799235,0.19120458891013384,0.0057361376673040155,0,Kevin Bright,fin,0,other,0,0,0,0,0,0,0,1,above
6,1, The One After Vegas ,Kevin Bright (as Kevin S. Bright)    , 23 September 1999,"['Jennifer Aniston', 'Matt LeBlanc', 'David Schwimmer', 'Nina Mann', 'James Michael Tyler', 'Courteney Cox', 'Lisa Kudrow', 'Matthew Perry', 'Billy Stevenson', 'Rick Pasqualone', 'Joel Heyman']",8.7,3209,Ross and Rachel deal with the aftermath of their drunken escapade. Phoebe and Joey take a road trip back to New York in Phoebe's grandmother's cab. Monica and Chandler ponder the idea of marriage.,Adam Chase,27.7,9,0.26666666666666666,0.13333333333333333,0.0,0.0,0.18253968253968253,0.12698412698412698,0.1388888888888889,0.15873015873015872,0.1349206349206349,0.21428571428571427,0.003968253968253968,0,Kevin Bright,prem,0,other,1,0,0,0,0,0,0,0,above
6,2, The One Where Ross Hugs Rachel ,Gail Mancuso , 30 September 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alex Kapp', 'Janelle Paradee', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Ron Glass', 'Tembi Locke', 'James Michael Tyler']",8.2,2915,Monica and Chandler try to tell Rachel and Joey that they're moving in together. Phoebe thinks that Ross didn't get the annulment because he still loves Rachel.,Shana Goldberg-Meehan,22.9,9,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.0,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.1652892561983471,0.06198347107438017,0.11983471074380166,0.0,0,Gail Mancuso,reg,0,"['rachel', 'ross']",1,0,0,0,0,0,0,0,below
6,3, The One with Ross's Denial ,Gary Halvorson , 7 October 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Brooke Boisse', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler']",8.2,2882,Ross tries to deny he still has feelings for Rachel. Joey interviews for a new roommate. Monica and Chandler argue over what to do with the spare room when they move in together.,Seth Kurland,21.6,10,0.35714285714285715,0.35714285714285715,0.21428571428571427,0.0,0.14227642276422764,0.16666666666666666,0.23577235772357724,0.12601626016260162,0.11382113821138211,0.17479674796747968,0.0,0,Gary Halvorson,reg,0,['ross'],1,0,0,0,0,0,0,0,below
6,4, The One Where Joey Loses His Insurance ,Gary Halvorson , 14 October 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ron Glass', 'Kim Harris', 'Rick Fitts', 'Michael Naughton', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'June Gable', 'Christopher Darga', 'Joe Everett Michaels', 'Ian Meltzer', 'Matt Bellner', 'James Michael Tyler']",8.5,3008,"Joey's health benefits lapse just as he develops a hernia. Ross is given a professorship at NYU and eager to impress his students, he puts on a fake English accent.",Andrew Reich & Ted Cohen,21.1,10,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.05263157894736842,0.10612244897959183,0.1673469387755102,0.1510204081632653,0.12653061224489795,0.19183673469387755,0.12653061224489795,0.00816326530612245,0,Gary Halvorson,reg,0,['joey'],1,0,0,0,0,1,0,0,av
6,5, The One with Joey's Porsche ,Gary Halvorson , 21 October 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Charity Nicole James', 'Dennis Singletary', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Conchata Ferrell', 'Kevin Ruf', 'Shane Nickerson', 'Steve Pierce']",8.2,2936,"Ross and Rachel try to get an annulment, Joey finds the keys to a porsche in Central Perk, and Phoebe, Monica and Chandler babysit the triplets.",Perry Rein & Gigi McCreery,22.4,10,0.14285714285714285,0.42857142857142855,0.0,0.0,0.12133891213389121,0.1799163179916318,0.15481171548117154,0.13389121338912133,0.14225941422594143,0.1506276150627615,0.0,0,Gary Halvorson,reg,0,['joey'],1,0,0,0,0,0,0,0,below
6,6, The One on the Last Night ,David Schwimmer , 4 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry']",8.5,2975,"On the last night before Chandler and Monica move in together, Monica and Rachel argue, and Chandler tries to give Joey money to help him pay the bills.",Scott Silveri,23.6,11,0.0,0.4,0.4,0.0,0.23228346456692914,0.16141732283464566,0.05905511811023622,0.1377952755905512,0.16535433070866143,0.2440944881889764,0.0,0,David Schwimmer,reg,0,other,0,0,0,0,0,0,0,0,av
6,7, The One Where Phoebe Runs ,Gary Halvorson , 11 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'Shannon Brown']",8.4,2992,Rachel is embarrassed by Phoebe's odd running style. Joey gets a new roommate. Chandler tries to impress Monica by cleaning the apartment but forgets how everything is supposed to look.,Sherry Bilsing-Graham & Ellen Plummer,22.7,11,0.13333333333333333,0.4,0.13333333333333333,0.0,0.12653061224489795,0.15918367346938775,0.1510204081632653,0.14285714285714285,0.13877551020408163,0.19591836734693877,0.0,1,Gary Halvorson,reg,0,['phoebe'],0,0,0,0,0,0,0,0,av
6,8, The One with Ross' Teeth ,Gary Halvorson , 18 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ralph Lauren', 'Missi Pyle', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Joanna Gleason', 'Elle Macpherson', 'James Michael Tyler']",8.5,3111,Ross goes too far while trying to impress a date by over-whitening his teeth. Rachel uses gossip to get her boss to like her after Phoebe supposedly makes out with Ralph Lauren.,Andrew Reich & Ted Cohen & Perry Rein & Gigi McCreery,22.1,11,0.16666666666666666,0.0,0.2777777777777778,0.0,0.11952191235059761,0.16334661354581673,0.1394422310756972,0.10358565737051793,0.13545816733067728,0.13545816733067728,0.0,1,Gary Halvorson,reg,0,['ross'],1,0,0,0,0,0,0,0,av
6,9, The One Where Ross Got High ,Kevin Bright , 25 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'Christina Pickles']",9.2,4246,Ross is forced to reveal the reason why Jack and Judy don't like Chandler. Rachel tries to make dessert for the gang. Joey and Ross try to get out of Thanksgiving when they are invited to hang out with Janine and her dancer friends.,Gregory S. Malins,19.2,11,0.0,0.5,0.125,0.0,0.15810276679841898,0.1541501976284585,0.2015810276679842,0.06719367588932806,0.1422924901185771,0.1383399209486166,0.015810276679841896,1,Kevin Bright,reg,0,['ross'],0,0,0,0,0,0,0,0,above
6,10, The One with the Routine ,Kevin Bright (as Kevin S. Bright)    , 16 December 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Patrick Bristow', 'James Michael Tyler', 'Sybil Azur', 'Paul Sinacore', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'Lex Medlin', 'Sandra Plazinic', 'Alex Kalognomos']",8.6,3181,"On the set of ""Dick Clark's New Year's Rockin' Eve"", Joey tries to kiss Janine at midnight and Monica and Ross resurrect their dance routine from high school. Meanwhile, Rachel, Phoebe and Chandler look for Monica's Christmas presents.",Brian Boyle,22.4,12,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.0,0.13043478260869565,0.12173913043478261,0.14347826086956522,0.10869565217391304,0.14347826086956522,0.1608695652173913,0.013043478260869565,1,Kevin Bright,reg,0,other,1,0,0,0,0,0,0,0,av
6,11, The One with the Apothecary Table ,Kevin Bright (as Kevin S. Bright)    , 6 January 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'James Michael Tyler']",8.1,2928,"Joey is caught in the middle when Janine tells him she doesn't like Monica and Chandler. Meanwhile, Rachel buys an apothecary table from a store that Phoebe hates.",Zachary Rosenblatt & Brian Boyle,22.3,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14878892733564014,0.19377162629757785,0.09342560553633218,0.14878892733564014,0.1972318339100346,0.11764705882352941,0.0034602076124567475,1,Kevin Bright,reg,0,other,1,0,0,0,0,0,0,0,below
6,12, The One with the Joke ,Gary Halvorson , 13 January 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'J.D. Lewis', 'Matthew Mullany', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler', 'Joeanna Sayler', 'Alex Boling']",8.1,2866,"Chandler and Ross argue over a joke. Meanwhile, Joey reluctantly takes a waiter job at Central Perk, and Monica becomes annoyed when Phoebe says she would choose Rachel over her as a girlfriend.",Shana Goldberg-Meehan & Andrew Reich & Ted Cohen,22.3,1,0.5,0.2857142857142857,0.0,0.0,0.19291338582677164,0.12992125984251968,0.12992125984251968,0.09448818897637795,0.17716535433070865,0.20866141732283464,0.0,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,below
6,13, The One with Rachel's Sister ,Gary Halvorson , 3 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Cheryl Hines', 'Alexis Arquette', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Reese Witherspoon', 'Susan Yeagley', 'Jeff Brooks']",8.2,2991,"Rachel's younger sister arrives in New York and goes on a date with Ross. Meanwhile, Monica won't admit that she is sick.",Seth Kurland & Sherry Bilsing-Graham & Ellen Plummer,24.1,2,0.4166666666666667,0.5,0.0,0.0,0.1274131274131274,0.24324324324324326,0.10810810810810811,0.09266409266409266,0.08494208494208494,0.11969111969111969,0.003861003861003861,1,Gary Halvorson,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
6,14, The One Where Chandler Can't Cry ,Kevin Bright (as Kevin S. Bright)    , 10 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Douglas Looper', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Reese Witherspoon', 'Larry Joe Campbell']",8.6,3033,"Rachel tries to end the spark between Ross and Jill. When Chandler admits that he can't cry, Monica tries to make it happen. The gang discovers that Phoebe's sister, Ursula, is a porn star and is using Phoebe's name.",Andrew Reich & Ted Cohen,23.8,2,0.35714285714285715,0.42857142857142855,0.0,0.14285714285714285,0.12941176470588237,0.20392156862745098,0.1450980392156863,0.09019607843137255,0.11764705882352941,0.12941176470588237,0.00392156862745098,1,Kevin Bright,reg,0,['chandler'],1,0,0,0,0,0,1,0,av
6,15, The One That Could Have Been ,Michael Lembeck , 17 February 2000,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Kristian Alfonso'"", "" 'Mitchell Whitfield'"", "" 'James Michael Tyler'"", "" 'Cacey Kirshner'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Kevin Spirtas'"", "" 'Jane Sibbett'"", "" 'Pat Finn'"", "" 'Cole Sprouse'"", "" 'Jessica Hecht'"", "" 'Paul Gleason'"", "" 'Lisa Avery'"", "" 'Larry Cox'""]",8.5,3103,"When Rachel hears Barry and Mindy are getting divorced, the gang wonder how different their lives could have been. The gang continue to think about how different their lives could have been.",Gregory S. Malins & Adam ChaseDavid Crane & Marta Kauffman,20.7,2,0.16666666666666666,0.26666666666666666,0.1,0.0,0.1725417439703154,0.150278293135436,0.16697588126159554,0.1150278293135436,0.14656771799628943,0.14471243042671614,0.0018552875695732839,0,Michael Lembeck,reg,0,other,0,0,0,0,0,0,0,1,av
6,17, The One with Unagi ,Gary Halvorson , 24 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Ron Recasner', 'Shane Keller', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Louis Mandylor', 'Jill Matson-Sachoff', 'Mongo Brownlee', 'Preston James Hillier', 'Maggie Wheeler']",9.1,4234,Rachel and Phoebe take self-defense classes. Chandler and Monica agree to give each other homemade presents for Valentine's Day. Joey tries to get money through medical research.,Zachary Rosenblatt & Adam Chase,22.1,2,0.1875,0.375,0.0,0.0625,0.13478260869565217,0.09565217391304348,0.1826086956521739,0.1,0.13043478260869565,0.24347826086956523,0.0,0,Gary Halvorson,reg,9,other,1,1,0,0,0,0,0,0,above
6,18, The One Where Ross Dates a Student ,Gary Halvorson , 9 March 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bess Meyer', 'Greg Wrangler', 'Louisa Abernathy', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alexandra Holden', 'Richard Roat', 'David Warshofsky', 'David Moreland', 'James Michael Tyler']",8.3,2905,Ross jeopardizes his career when he starts dating a student from one of his palaeontology classes. Rachel and Phoebe's apartment catches fire.,Seth Kurland,20.5,3,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.09523809523809523,0.11510791366906475,0.11151079136690648,0.1474820143884892,0.12589928057553956,0.14388489208633093,0.17625899280575538,0.0,0,Gary Halvorson,reg,0,['ross'],1,0,0,0,0,0,0,0,av
6,19, The One with Joey's Fridge ,Ben Weiss , 23 March 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Scott Paetty', 'Josh Coxx', 'Hunter Cochran', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alexandra Holden', 'Chris Kennedy', 'Jim Bentley', 'Billy Dec']",8.3,2956,Joey tries to get everyone to pay for his broken fridge. Ross becomes paranoid when Elizabeth makes plans for spring break. Monica and Chandler compete against Phoebe to find Rachel a date.,Seth Kurland & Gigi McCreery & Perry Rein,21.5,3,0.2857142857142857,0.0,0.21428571428571427,0.0,0.10256410256410256,0.15384615384615385,0.1762820512820513,0.14423076923076922,0.10256410256410256,0.15064102564102563,0.019230769230769232,0,Ben Weiss,reg,1,['joey'],1,0,0,0,0,0,0,0,av
6,20, The One with Mac and C.H.E.E.S.E. ,Kevin Bright (as Kevin S. Bright)    , 13 April 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cosimo Fusco', 'Maggie Wheeler']",7.4,3135,Chandler forgets to write down a message for Joey when the time of his audition for the lead in a TV show is changed.,Doty Abrams,18.8,4,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.0,0.09663865546218488,0.08403361344537816,0.13445378151260504,0.10084033613445378,0.27310924369747897,0.25210084033613445,0.004201680672268907,0,Kevin Bright,reg,0,other,1,1,0,0,0,0,0,0,below
6,21, The One Where Ross Meets Elizabeth's Dad ,Michael Lembeck , 27 April 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alexandra Holden', 'Andrew Bilgore', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bruce Willis', 'June Gable', 'Brad Koepenick', 'Brooke Boisse', 'Chad Wingerd']",8.6,3097,"Elizabeth's father takes an instant disliking to Ross. Joey almost gets fired from ""Mac and C.H.E.E.S.E."" after offending the operator of the robot. Phoebe writes a book based on Monica and Chandler.",David J. Lagana & Scott Silveri,20.6,4,0.23529411764705882,0.0,0.11764705882352941,0.0,0.1,0.14642857142857144,0.15,0.1,0.11785714285714285,0.125,0.0035714285714285713,1,Michael Lembeck,reg,1,['ross'],1,0,0,0,0,1,0,0,av
6,22, The One Where Paul's the Man ,Gary Halvorson , 4 May 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alexandra Holden', 'Ilia Volok', 'Susie Park', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bruce Willis', 'Merrin Dungey', 'James Michael Tyler']",9.0,3616,Paul threatens to have Ross fired from the university if he continues to date Elizabeth. The girls put their names down on a waiting list for a wedding venue.,Brian Caldirola & Sherry Bilsing-Graham & Ellen Plummer,20.0,5,0.1875,0.0,0.0,0.0,0.11673151750972763,0.15953307392996108,0.12062256809338522,0.12062256809338522,0.10116731517509728,0.07392996108949416,0.0,1,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,above
6,23, The One with the Ring ,Gary Halvorson , 11 May 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Oliver Muirhead', 'Janet S. Blake', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bruce Willis', 'Brian Dunkleman', 'James Michael Tyler']",8.6,3012,Chandler and Phoebe go looking for an engagement ring for Monica. Rachel tries to get Paul to open up to her.,Ted Cohen & Andrew Reich,20.9,5,0.17647058823529413,0.0,0.35294117647058826,0.0,0.015625,0.140625,0.12109375,0.19921875,0.09765625,0.19140625,0.0,1,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,av
